comment,nickname,rank,tilte 
绿了绿了,yxedward,23,水友们 我被绿了吗？
566：吃饭了没？,一言不合,24,ROTK如何评价YYF这个人？
muted,珠海小正,4,意见区请严肃
看上去很厉害的样子,超级孙宝宝,3,超玩通行证升级改版公告！
牛逼牛逼,一言不合,24,本狗头人昨天刚收到研究生offer
反正都是一炮的事，当然选8分,那么忧伤,11,8分纹身抽烟女 和 4分乖乖女 你选哪个
 看不起天哥？,justinzj,22,Notail算不算do圈第一癞皮狗
本主题由 傲断苍穹 于 7 分钟前 限时高亮,哈雷克,20,就是想把你据为己有
建议取消绝对领域 SG的绝对领域已经成笑话了,逆神路西法,26,论坛各部门准入条件和管理办法
又是我最喜欢的汤姆猫变态投票,邪颚泰迪,14,水友们有走过旱道吗？
来了来了,赤色天使,15,水友们有走过旱道吗？
50岁就不透了吧，有点老了,一言不合,24,52岁温碧霞51岁的周慧敏你们透不透
还是要补一句，打成这样，锅可以多分几个,怼怼怼怼,23,上个Major可以说VG是被飞机打boom的！
讲道理老陈这个B以前我觉得有情有义，现在看着真心戏精啊,hercMoray,22,老陈深夜找黄翔哭诉半小时，竟是想到办法了？！
我他妈又不是傻逼～,justinzj,22,如果婚后发现老婆是les 你会离婚吗
穿着修女服做 是不是也挺刺激的？,rva,15,说起封建迷信，以前追过个女基督徒
牛瘪新赛季的认爹之旅我记得就是从col开始的啊,Shinsnakie,15,下一场，nb酱是找回自己作为男人的光辉
这个比赛没有峰哥的授权，迟早要关,Diekiller,22,5绝对阵妹带，邵阳争爸赛会不会威胁到峰哥？
nice    nice      喜迎双雄归来,hercMoray,22,我第三讨厌的VG终于要回家了
太长不看 萨特guna,孙5空,23,本狗头的辛酸相亲事
哭了哭了,hercMoray,22,本狗头的辛酸相亲事
窝会让乾隆当窝孩子的爹,maguorong,21,如果你穿越变成了陈家洛，你会和他一样变成绿绿么
这又是什么节奏，还是黑话？,尘封你的笑,23,陈智豪在路上碰见徐志雷了
道理是这么个道理，带线就是带线，鳖就是鳖。,小19,25,为什么运营这个说法很蠢
第一个兄弟的名字真的秀,ewbb1335,23,傻狗们，求求你们别偷max+的梗了，又丢人了呀
我惊呆了。。,小受,20,这国士无双真的是职业选手吗？
要不这2傻逼，真的~,q261525978,14,阳痿和土农名，为什么微博没被杀全家呢？
蚊子给口，这tm不是针吗？,伐木被反杀,23,再讲个撸管小段子
来了来了,亚达！~,25,3月07日赛事预告：16点Liquid对阵VG
学材料的不就是高薪赖皮,hercMoray,22,醉了 有个研究生师弟
汤姆猫变态投票环节,就爱xixi,14,如果你的老婆不孕不育，你会选择离婚吗？
286090984 发表于 2018-3-7 16:05熊弟赶紧顺势一头栽倒，说不定领导会给你放假放一个长假，*笑,polo3584,20,失眠好难受啊
笑傲神雕,drodo,15,求推荐带剧情的小黄文
别紧张，你这样没事的。,隔空吹逼,23,水友们 我被绿了吗？
 您已经投过票，谢谢您的参与,逆神路西法,26,ROTK如何评价YYF这个人？
muted,雪妈的等穴名器,4,意见区请严肃
果然置顶帖容易被自动忽略,mycNo2,3,超玩通行证升级改版公告！
来了来了,123混沌123,15,本狗头人昨天刚收到研究生offer
#在这里快速回复#  对不起，张志成,timedada66,22,Notail算不算do圈第一癞皮狗
公约好可怕,cybdbc,23,就是想把你据为己有
cornucopia 发表于 2016-5-14 07:15精华这东西不是想写就写的，要有干货或者灵感，试试吧你小子浓眉大眼的也叛变翻译部了？,yujiacyl,23,论坛各部门准入条件和管理办法
又是我最喜欢的汤姆猫变态投票惹,开大嘘锤子,21,水友们有走过旱道吗？
大拇指小司令 发表于 2018-3-6 13:54是个女的就可以……奶子小可以吗？,Jsc,23,52岁温碧霞51岁的周慧敏你们透不透
还是要补一句，打成这样，锅可以多分几个,41651321321,14,上个Major可以说VG是被飞机打boom的！
#在这里快速回复#也干不过小刘啊，难啊兄弟                   10.00% (1)         5.  陈：大哥，我被黑惨了，你不拉把手我就真不行了！bbuh！                   10.00% (1)         6.  黄：emmm，这样，你先去练练解说，看看大狗到,sspace,22,老陈深夜找黄翔哭诉半小时，竟是想到办法了？！
我他妈又不是傻逼～,mikuvivid,14,如果婚后发现老婆是les 你会离婚吗
比抄党章结婚好不是。。,大咕咕鸡,13,说起封建迷信，以前追过个女基督徒
继续穿着小裙子化身rbq,梅子酒11111,13,下一场，nb酱是找回自己作为男人的光辉
现在峰哥还没来哈喽，应该是没什么影响力,浅仑南,21,5绝对阵妹带，邵阳争爸赛会不会威胁到峰哥？
第一二呢？,yanice,22,我第三讨厌的VG终于要回家了
这个楼主是个萨特,风吹雨,22,本狗头的辛酸相亲事
窝会让乾隆当窝孩子的爹,dogfe416,20,如果你穿越变成了陈家洛，你会和他一样变成绿绿么
这又是什么节奏，还是黑话？,9191111,21,陈智豪在路上碰见徐志雷了
这词是让人反感,hercMoray,22,为什么运营这个说法很蠢
B神直播间*幕不就是本SGの核核发的吗 ,gioloe·sean,20,傻狗们，求求你们别偷max+的梗了，又丢人了呀
 我惊呆了。。,edwardleonardo,24,这国士无双真的是职业选手吗？
喷我的都是赌狗，赌狗全家boom炸,小受,20,阳痿和土农名，为什么微博没被杀全家呢？
 蚊子是帮你口呢，你一勃起，蚊子的嘴就boom了,JB锅,20,再讲个撸管小段子
蚊子给你口还行,五蚜居士,24,再讲个撸管小段子
来了来了,仁义无双蔡宜峰,22,3月07日赛事预告：16点Liquid对阵VG
不是，这样的也给毕业吗？,风尘不寂,15,醉了 有个研究生师弟
dogfe416 发表于 2018-3-7 16:05上周三周四牙疼两宿没睡好，周五坐在那里快要崩溃了，还好周五领导不在 ...牙疼简直要命，还有一个胃疼也是,polo3584,20,失眠好难受啊
566：吃饭了没？,挖掘机之王,14,ROTK如何评价YYF这个人？
雪人你妈死了,99忆民工兄弟,12,意见区请严肃
为啥要改啊  不过本身有论坛账号了   也早绑定过了- -,Risa,21,超玩通行证升级改版公告！
狗头人不喜欢,娅洲蕞H,15,本狗头人昨天刚收到研究生offer
 抱完奇迹憋，嫌ANA腿不够粗，自己菜成马还打一号位                  ,天津裴勇俊,14,Notail算不算do圈第一癞皮狗
SG撩妹第一人,IMPACT,22,就是想把你据为己有
yujiacyl 发表于 2016-5-13 20:05你小子浓眉大眼的也叛变翻译部了？没叛变啊，问题好玩的采访现在越来越少了，选手敢说的不多了，有好的我翻的啊,cornucopia,24,论坛各部门准入条件和管理办法
又是我最喜欢的汤姆猫变态投票,John_Farrell,12,水友们有走过旱道吗？
该透要透啊,虚空假面第六感,15,52岁温碧霞51岁的周慧敏你们透不透
还是要补一句，打成这样，锅可以多分几个,hercMoray,22,上个Major可以说VG是被飞机打boom的！
 应该去舔绿头鱼的痔疮,孟子翔,15,老陈深夜找黄翔哭诉半小时，竟是想到办法了？！
居然有人投了会？,就爱xixi,14,如果婚后发现老婆是les 你会离婚吗
穿着修女服做 是不是也挺刺激的？,扭曲的温拿粉,15,说起封建迷信，以前追过个女基督徒
北美爹来了来了,dogfe416,20,下一场，nb酱是找回自己作为男人的光辉
just want to watch the world burn,justinzj,22,5绝对阵妹带，邵阳争爸赛会不会威胁到峰哥？
第一二呢？,鬼啊,23,我第三讨厌的VG终于要回家了
这个楼主是个萨特,仁义无双蔡宜峰,27,本狗头的辛酸相亲事
窝会让乾隆当窝孩子的爹,ayzzz,22,如果你穿越变成了陈家洛，你会和他一样变成绿绿么
陈家洛是一盘绿酱往自己头上抹，活该,君豪铁粉,15,如果你穿越变成了陈家洛，你会和他一样变成绿绿么
这又是什么节奏，还是黑话？,alsace518,15,陈智豪在路上碰见徐志雷了
赛老师倒是蛮喜欢用这个词的,huyucom,20,为什么运营这个说法很蠢
B神直播间*幕不就是本SGの核核发的吗,strongmonkey,15,傻狗们，求求你们别偷max+的梗了，又丢人了呀
你让卵子是憋憋，ori是霉皇试试,alsace518,15,阳痿和土农名，为什么微博没被杀全家呢？
 sg里面全tmd是人才,小受,20,再讲个撸管小段子
坐看vgboom冷,风骚卖身,21,3月07日赛事预告：16点Liquid对阵VG
萨特guna 狗头人都快波死了,sanlrb@sina.com,23,醉了 有个研究生师弟
斯内克对付你自有妙计,shinhaoz,15,ROTK如何评价YYF这个人？
muted,来小黑屋探监,4,意见区请严肃
管理员大大，大号一直用的QQ登录，现在登不进了如何是好，大号就这么DEAD了吗？,银翼的维罗XI,12,超玩通行证升级改版公告！
大萨特bbuh,风紧扯呼,23,本狗头人昨天刚收到研究生offer
notail转辅助的话可能比天哥厉害,lkjhgrtyu,15,Notail算不算do圈第一癞皮狗
 笑死我了哈哈,izumixlcrlcr,22,就是想把你据为己有
cornucopia 发表于 2016-5-14 09:07没叛变啊，问题好玩的采访现在越来越少了，选手敢说的不多了，有好的我翻的啊 ...我觉得你这头衔完全被那个傻屌鳖粉骡拉低了逼格，还不如挂着翻译部，起码都是正常人,yujiacyl,23,论坛各部门准入条件和管理办法
#在这里快速回复#提交 (此为公开投票，其他人可看到您的投票项目),逆神路西法,26,水友们有走过旱道吗？
我透我透,嗖嗖嗖嘎嘎,14,52岁温碧霞51岁的周慧敏你们透不透
说到底还是那个问题，不学不练,swsafa,14,上个Major可以说VG是被飞机打boom的！
 应该去舔绿头鱼的痔疮,来讲道理,21,老陈深夜找黄翔哭诉半小时，竟是想到办法了？！
讲道理老陈这个B以前我觉得有情有义，现在看着真心戏精啊,hhwsxh,12,老陈深夜找黄翔哭诉半小时，竟是想到办法了？！
这不是他妈的梦寐以求,马焦666,22,如果婚后发现老婆是les 你会离婚吗
eurus 发表于 2018-3-7 11:27她是福音派的新教或者是天主教吧= = 我圣公会的我从来不找人布道；这事儿其实神父跟我们说，形式上不信的人 ...很和谐啊，真好,demonnero,23,说起封建迷信，以前追过个女基督徒
继续穿着小裙子化身rbq,akalm,20,下一场，nb酱是找回自己作为男人的光辉
 哈喽欧巴！赏我口泔水喝吧！,logly,23,5绝对阵妹带，邵阳争爸赛会不会威胁到峰哥？
yanice 发表于 2018-3-7 16:41第一二呢？第一老干瘪第二认爹时的牛瘪,一言不合,24,我第三讨厌的VG终于要回家了
nice啊，国土在vg打一天，这的讨厌一天，太坑了，敌我四号位,Just93HOLD,15,我第三讨厌的VG终于要回家了
点草大骗子萨特,lin379002766,12,本狗头的辛酸相亲事
窝会让乾隆当窝孩子的爹,drodo,15,如果你穿越变成了陈家洛，你会和他一样变成绿绿么
这又是什么节奏，还是黑话？,@0214,24,陈智豪在路上碰见徐志雷了
运营不是撸狗解说讲的最多吗,eurus,14,为什么运营这个说法很蠢
你让卵子是憋憋，ori是霉皇试试,magicfor3,22,阳痿和土农名，为什么微博没被杀全家呢？
sg里面全tmd是人才,扭曲的温拿粉,15,再讲个撸管小段子
来了来了,食蜂操祈,22,3月07日赛事预告：16点Liquid对阵VG
DDATMT丫 发表于 2018-3-7 16:02不可能 他几斤几两我不知道啊  天天被我们老师抓着喷 前两年老师找他 就没见过他人。。。 ...万一爹是高管朋友呢,Baymax。,23,醉了 有个研究生师弟
566笑死劳资乐,arasid,14,ROTK如何评价YYF这个人？
每次发帖审核半年，什么鬼？,占完便宜我就撤,13,意见区请严肃
15107129559 发表于 2017-4-24 12:48真的不行啊，我不知道我之前用来登录的是不是规范的论坛账号，反正账号栏以前我填的就是我的个人设置里的 ...如有问题请联系客服qq：97359276,杰米尼,1,超玩通行证升级改版公告！
来了来了,张大夫,20,本狗头人昨天刚收到研究生offer
看不起天哥？,专打小盆友-_-#,21,Notail算不算do圈第一癞皮狗
哈哈哈哈哈哈,burden88,21,就是想把你据为己有
yujiacyl 发表于 2016-5-13 20:08我觉得你这头衔完全被那个傻屌鳖粉骡拉低了逼格，还不如挂着翻译部，起码都是正常人 ...被AOE*惯了XD，不撅屁股就行了，是有点怀念翻译部的橙色,cornucopia,24,论坛各部门准入条件和管理办法
又是我最喜欢的汤姆猫变态投票,尘封你的笑,23,水友们有走过旱道吗？
没图啊      ,fengzi_haoge,15,52岁温碧霞51岁的周慧敏你们透不透
 我可以透30岁的吗,mr_damn_,21,52岁温碧霞51岁的周慧敏你们透不透
风向看不懂，离婚时候被疯狂输出说是巨婴。后来似乎又洗了一波效果max直播鬼才。现在又要被打入冷宫了么？其实我只是觉得他是个一点逼数都没有的喜欢指挥的菜逼而已。,dry9603,14,老陈深夜找黄翔哭诉半小时，竟是想到办法了？！
这条件tm明显就是为了和你3p假装les吧,一言不合,24,如果婚后发现老婆是les 你会离婚吗
demonnero 发表于 2018-3-7 11:50很和谐啊，真好欧洲人尤其讨厌美国福音派那种传教，搞得跟传销似的……,eurus,14,说起封建迷信，以前追过个女基督徒
这个比赛没有峰哥的授权，迟早要关,扭曲的温拿粉,15,5绝对阵妹带，邵阳争爸赛会不会威胁到峰哥？
奶粉拉满,616717383,13,我第三讨厌的VG终于要回家了
这个楼主是个萨特,NISIOISIN,22,本狗头的辛酸相亲事
什么？陈家洛也是绿绿？？,扭曲的温拿粉,15,如果你穿越变成了陈家洛，你会和他一样变成绿绿么
5.  边搂边喊：你个两面三刀的软骨头        ,mr_damn_,21,陈智豪在路上碰见徐志雷了
职业选手解说基本不会提到这个东西，最早用的应该是火猫那几个解说,宇宙第一憋吹1,15,为什么运营这个说法很蠢
你让卵子是憋憋，ori是霉皇试试,CshZyy,15,阳痿和土农名，为什么微博没被杀全家呢？
sg里面全tmd是人才,Youmad？,21,再讲个撸管小段子
研究生毕业，北京，9K。这真的需要羡慕吗？说实话，我觉得好低。,゛¨вēst.,20,醉了 有个研究生师弟
566：吃饭了没？,@0214,24,ROTK如何评价YYF这个人？
muted,向彩民势力低头,4,意见区请严肃
15107129559 发表于 2017-4-24 12:48真的不行啊，我不知道我之前用来登录的是不是规范的论坛账号，反正账号栏以前我填的就是我的个人设置里的 ...如有问题请联系客服qq：97359276,杰米尼,1,超玩通行证升级改版公告！
。。。我来啦。,马小虎不马虎,23,本狗头人昨天刚收到研究生offer
EU第一没悬念,Maoyanan,15,Notail算不算do圈第一癞皮狗
哈哈哈哈,zkqzh,25,就是想把你据为己有
建议取消绝对领域SG的绝对领域已经成笑话了,wanlian0612,15,论坛各部门准入条件和管理办法
又是我最喜欢的汤姆猫变态投票,一个匿名用户,13,水友们有走过旱道吗？
我透我透,hercMoray,22,52岁温碧霞51岁的周慧敏你们透不透
老陈什么时候有情有义过，都是表面兄弟，谁火蹭谁,温暖的,15,老陈深夜找黄翔哭诉半小时，竟是想到办法了？！
我他妈又不是傻逼,泽村英梨梨,15,如果婚后发现老婆是les 你会离婚吗
天天无套中出美滋滋,开大嘘锤子,21,如果你的老婆不孕不育，你会选择离婚吗？
 包子在maybe这个年纪已经9冠在手了 ,小树棍儿,22,Maybe终究是能打出来的，CTY则不一定
来了来了,yourSwaTer,24,我要表白CN Dota，我要上头条！！！
这个剑圣太怂了，蝴蝶冰眼600血，服了好吧,逆神路西法,26,水友来破案 杰尼到底被谁搞了
 你当傻狗论坛白叫的？,justinzj,22,哪里的dota玩家群体最蠢啊
神仆是用爱感化,Nemo_zcy,22,简单粗暴，谁阴阳怪气独一档
eurus 发表于 2018-3-7 11:51欧洲人尤其讨厌美国福音派那种传教，搞得跟传销似的……毕竟营销大国。。。,demonnero,23,说起封建迷信，以前追过个女基督徒
这个比赛没有峰哥的授权，迟早要关,逆神路西法,26,5绝对阵妹带，邵阳争爸赛会不会威胁到峰哥？
一言不合 发表于 2018-3-7 16:44第一老干瘪第二认爹时的牛瘪可以可以，标记了你这个干瘪牛瘪黑,yanice,22,我第三讨厌的VG终于要回家了
"以下为师母游记，关键字句节选更闹的在后面,我男朋友一听要去卡里波,还要坐大巴坐船,立马说烦死了,回家吧我好说歹说他都一直在抱怨,最后我也毛了说你以为我想延误想取消啊,我有什么办法,我不是在想办法吗,你累了可以找一地儿就睡,我到现在屁股都还没挨着过板凳呢!我这一怒他也怒了,说不好意思让我受罪了,祝你玩得开心.人就走了......当时我正排在办改签的队伍中想着他也就是闹闹脾气过会儿就好了,毕竟护照和钱,全都在我包里呢但是办好以后找了他两个小时,没有找到,那个浦东机场的女孩和她男朋友一直在帮我找登机前一小时,我让他们先去过安检,我自己找,找不到我也不去玩了又累又困又饿,在马尼拉机场上上下下,里里外外绕圈圈,不下于20趟,去男厕门口等,去找警察,去找服务台能找的地方我都找了,当时特别委屈特别想哭,几次眼泪都要掉下来又挤回去心想你怎么放心丢下我啊,我还在担心你呢,你就一走了之了,后来警察派了两个女警察牵着狗去给我找,让我在安检门口等待,那叫一个望眼欲穿..登机前20分钟我看到一个警察把他从入口带了过来,问我是不是这个人眼泪马上就止不住了.555,就问了一句你怎么可以这样啊,我累的只剩一口气了知道吗他也没再多发脾气,被我扯着去了候机厅我觉得啊,出门真的是要团结,要互相帮助,互相安慰...这种奇葩脾气,我还是头一次碰到呢....我和男友都不会游泳都挺怕水的,他比我更怕一点,胆儿小,一直很抗拒下海玩海底漫步纯属怕我生气才硬着头皮跟着玩,所以一路脸色都比较惊慌~到了大船上他更是紧张的不行这段才是他吗经典就这样很纠结的下到海底.没想到海底人还挺多的,估计有15个吧,都是三五成群的就我一个人,看不到我男友在哪里,等半天也看不到,我大概知道他是临阵退缩了,于是自己玩儿.终于，蒙P男人了一次饭后逛商店,想买纪念品和小礼物.男朋友发话了:想买什么随便挑,钱不够我去取反正银联在手心不抖.手续费是多少我们不清楚,只管取了买东西.请大家理智投票。",imlovinit,80,师母游记全面分析，如果你是妮妮，你会绿他吗，投痛
 本帖最后由 yxedward 于 2018-3-7 12:51 编辑 投有的同学 麻烦你帮我解释一下我来解释一下 我说的是 现在有黑点的人拿一个ti 比如憋憋 比如scccc,yxedward,23,到底有没有ti冠军翻不了的盘
这个楼主是个萨特,notailll,14,本狗头的辛酸相亲事
窝会让乾隆当窝孩子的爹,hhwsxh,12,如果你穿越变成了陈家洛，你会和他一样变成绿绿么
这又是什么节奏，还是黑话？,yangmnbv,20,陈智豪在路上碰见徐志雷了
muted,神奇马列,4,为什么运营这个说法很蠢
你让卵子是憋憋，ori是霉皇试试,跳刀專殺鱉孫媽,14,阳痿和土农名，为什么微博没被杀全家呢？
北京9k没户口的话有点低,温暖的,15,醉了 有个研究生师弟
566：吃饭了没？,喧哗上等,23,ROTK如何评价YYF这个人？
muted,与雪妈坟场作戏,4,意见区请严肃
EVANGELION:3.0 发表于 2017-4-24 19:04忘记论坛密码了怎么办啊……你可以直接用qq登录会提示绑定，按照步骤会直接绑定到你原有的账号,杰米尼,1,超玩通行证升级改版公告！
leile lei le,换个名字冲冲喜,15,本狗头人昨天刚收到研究生offer
看不起dendi？,xf920101,24,Notail算不算do圈第一癞皮狗
看不起DENDI？,傲娇之神,15,Notail算不算do圈第一癞皮狗
muted,JACKPOT,4,就是想把你据为己有
他不是男的么,546586451,21,就是想把你据为己有
建议取消绝对领域SG的绝对领域已经成笑话了,ackfy,24,论坛各部门准入条件和管理办法
脏姆猫脏姆猫,eurus,14,水友们有走过旱道吗？
透透透，透tm的周慧敏,咔咔呀呀,20,52岁温碧霞51岁的周慧敏你们透不透
温暖的 发表于 2018-3-6 10:40老陈什么时候有情有义过，都是表面兄弟，谁火蹭谁连黄翔这样的小人，都感觉比他有情有义啊,゛¨вēst.,20,老陈深夜找黄翔哭诉半小时，竟是想到办法了？！
我他妈又不是傻逼,悲伤的光,23,如果婚后发现老婆是les 你会离婚吗
没有一辈子不用带套的舒服选项吗,信仰粉无解,22,如果你的老婆不孕不育，你会选择离婚吗？
Sumail殴打西恩doto十年 ,文明观球,23,Maybe终究是能打出来的，CTY则不一定
来了来了,紫川秀、,14,我要表白CN Dota，我要上头条！！！
海洋哥哥牛逼,小纯情水,23,水友来破案 杰尼到底被谁搞了
东百啊！！,退役职业选手,22,哪里的dota玩家群体最蠢啊
hello 老陈 杜一党,yxedward,23,简单粗暴，谁阴阳怪气独一档
demonnero 发表于 2018-3-7 11:52毕竟营销大国。。。回到我国现在基督教的问题是，地方上要么从耶稣基督变成了爷俗急du，要么变成了家庭教会的神棍圈钱的工具……带着一帮不明就里稀里糊涂的群众妄议圣经,eurus,14,说起封建迷信，以前追过个女基督徒
这个比赛没有峰哥的授权，迟早要关,一言不合,24,5绝对阵妹带，邵阳争爸赛会不会威胁到峰哥？
第一喜欢是的不认爹的nb？,抱鸡游走,14,我第三讨厌的VG终于要回家了
muted,我不是保安,4,师母游记全面分析，如果你是妮妮，你会绿他吗，投痛
得罪鳖鳖,Jva.Vv,22,到底有没有ti冠军翻不了的盘
哭了哭了,致命一鸡鸡,21,本狗头的辛酸相亲事
#在这里快速回复# 12 天16 小时50 分钟          1.  会的                   0.00% (0)         2.  不会                   0.00% (0)         3.  什么？陈家洛也是绿绿？？不好,sspace,22,如果你穿越变成了陈家洛，你会和他一样变成绿绿么
这又是什么节奏，还是黑话？,justinzj,22,陈智豪在路上碰见徐志雷了
车长老实名反对*奶梗,大拇指小司令,15,为什么运营这个说法很蠢
主要是挼子和ORI没有什么粉丝量,有理实复,14,阳痿和土农名，为什么微博没被杀全家呢？
゛¨вēst. 发表于 2018-3-7 16:14研究生毕业，北京，9K。这真的需要羡慕吗？说实话，我觉得好低。不羡慕啊   主要是这么赖皮  ,DDATMT丫,23,醉了 有个研究生师弟
我的号   小9的尾巴  登陆不了了 ，能有解决的办法么,小九的尾巴,12,超玩通行证升级改版公告！
一直登录不上啊啊啊啊啊，别说手机和QQ了，我连微信和微博都绑定了，还是登不上啊啊啊啊http://bbs.sgamer.com/forum.php?mod=viewthread&tid=13349070&mobile=no,Somalian,23,超玩通行证升级改版公告！
来了来了,littleapricot,20,本狗头人昨天刚收到研究生offer
。。。顺便求一个黑幕。,马小虎不马虎,23,本狗头人昨天刚收到研究生offer
喷人癞皮狗也要看成绩，他的成绩CN有几个敢抬起头说自己不是癞皮狗？,♡_-_怪獸b、,20,Notail算不算do圈第一癞皮狗
大爹好歹manila major绝对核心带队夺冠，而且其他几次major夺冠也绝对是顶级C。银K有什么？,沢北荣志,14,Notail算不算do圈第一癞皮狗
muted,champaign,4,就是想把你据为己有
管理员的勋章好看 ,微丶凉,25,论坛各部门准入条件和管理办法
又是我最喜欢的汤姆猫变态投票惹,9191111,21,水友们有走过旱道吗？
该透要透啊,eurus,14,52岁温碧霞51岁的周慧敏你们透不透
老陈什么时候有情有义过，都是表面兄弟，谁火蹭谁,炉火燎天,14,老陈深夜找黄翔哭诉半小时，竟是想到办法了？！
没有小白鸽那种丑逼t我当然选择接受了,专业ehome黑,20,如果婚后发现老婆是les 你会离婚吗
妹手软就不操这个闲心了,夜落星河,23,如果你的老婆不孕不育，你会选择离婚吗？
冲泉水这件事情不可原谅,流云渡川,20,Maybe终究是能打出来的，CTY则不一定
来 了            ,帝林,24,我要表白CN Dota，我要上头条！！！
 这个剑圣太怂了，蝴蝶冰眼600血，服了好吧,zzwzrj,15,水友来破案 杰尼到底被谁搞了
全选幸福 ,飞翔的坑卢,22,哪里的dota玩家群体最蠢啊
,bibiclaoyang,15,上课！全体起立！
 本帖最后由 虚空假面第六感 于 2018-3-7 14:19 编辑 脏投票这么好玩吗,虚空假面第六感,15,头痛，当妮知道妮老婆发生“窝老公呢”时，会怎么办？
战神7和ROTK。比赛赢了，这俩兄弟马上发微博，指点*山，激扬文字。比赛输了，他们躲在队员后面优哉优哉。而且这俩教练都是微博战将！！不服微博来战！！！干的不错,小港仔,22,其实这两个教练真是干的不错！1
 没能彻底杀死液体。每次液体在频临淘汰的时候能取胜之后就是连串的长胜一路杀了，简直跟赛亚人一样。,Yi戏子,21,完了完了，全特么完了。
看到下面这张图了吗，最开始的设计是“二珂，她又lei了”。峰哥看到后向斗鱼反映说这个广告词偷了自己的梗，他很生气。你知道峰哥在斗鱼的吸金能力数一数二，所以迫于压力，斗鱼火速修改了广告词，变成了现在这副模样。,红眼病患者,21,给大家透露一个峰哥和二珂的事吧，真假自己判断。
 我就觉得ssq在楼上。。。。,中亚的月亮,20,real雕每次说楼上请
 大致意思 国内版权完美不让在明面上公平竞价  火猫出多少价就是一张嘴的事  ,这日子没法过了,14,关于比赛版权斗鱼官方好像出来洗了
 VG NB还想着肉核守后期呢,卡卡卡卡卡得一笔,23,连EG都打推进了
罗王那种精分弱智水军也能跟机智幽默的神仆比了？  发表于 半小时前,逆神路西法,26,简单粗暴，谁阴阳怪气独一档
izayoisaber 发表于 2018-3-7 11:31女人？布道？以后遇到这种教你个简单的办法:圣经 提摩太前 2-12。只要遇到女教徒和你bb，就一句提前2-12甩 ...牛逼啊 兄弟,yxedward,23,说起封建迷信，以前追过个女基督徒
我不是保安 发表于 2015-5-21 14:03给个地址啊熊弟http://www.abroadself.com/thread-765-1-2.html多刷新几次,imlovinit,80,师母游记全面分析，如果你是妮妮，你会绿他吗，投痛
奇迹鳖拿了Ti大概不被黑？,jhjhjhj,23,到底有没有ti冠军翻不了的盘
哭了哭了,挥一挥衣袖,15,本狗头的辛酸相亲事
绿卡三杰,yxedward,23,如果你穿越变成了陈家洛，你会和他一样变成绿绿么
这又是什么节奏，还是黑话？,eurus,14,陈智豪在路上碰见徐志雷了
确实是这个词让人反感,五蚜居士,24,为什么运营这个说法很蠢
傻逼赌狗别来私信发疯,Just93HOLD,15,阳痿和土农名，为什么微博没被杀全家呢？
゛¨вēst. 发表于 2018-3-7 16:14研究生毕业，北京，9K。这真的需要羡慕吗？说实话，我觉得好低。你肯定是那种研究生毕业直接北京月薪30k的大佬吧,DDATMT丫,23,醉了 有个研究生师弟
萨特bbuh,热带雨林,23,本狗头人昨天刚收到研究生offer
我觉得这货就不能打1，第一次见大哥tb满血换4号位残血的,愤怒的老鼠,23,Notail算不算do圈第一癞皮狗
约好可怕,cnmlgbnmb,23,就是想把你据为己有
没那么简单呀,超级孙宝宝,3,论坛各部门准入条件和管理办法
 5年老包粉，8年老雪民，10年小尿布，300年老鳖孙,我爱龙宝川,15,水友们有走过旱道吗？
小犹太不舍得透啊,似是故人來,20,52岁温碧霞51岁的周慧敏你们透不透
dry9603 发表于 2018-3-6 10:39风向看不懂，离婚时候被疯狂输出说是巨婴。后来似乎又洗了一波效果max直播鬼才。现在又要被打入冷宫了么？ ...SG没有永远的神  除了神仆,Uchiha_Itach,24,老陈深夜找黄翔哭诉半小时，竟是想到办法了？！
我他妈又不是傻逼～,johnjohnyo,22,如果婚后发现老婆是les 你会离婚吗
肯定会啊不能生子我和你结婚为了什么,suri,15,如果你的老婆不孕不育，你会选择离婚吗？
CTY已经是第三年了，等他打出来还要等多久,sirvana,15,Maybe终究是能打出来的，CTY则不一定
火线复出,兵工厂七号,23,Maybe终究是能打出来的，CTY则不一定
来了来了,求一胜TT,12,我要表白CN Dota，我要上头条！！！
全选破费,路了个尘,12,哪里的dota玩家群体最蠢啊
赛老师好,拜拜白,23,上课！全体起立！
,sanlrb@sina.com,23,头痛，当妮知道妮老婆发生“窝老公呢”时，会怎么办？
全世界最好的教练来自VG,小受,20,其实这两个教练真是干的不错！1
液体不还没出现吗,巫师若风,21,完了完了，全特么完了。
凡事不要问得那么细，自己想象,haly,14,给大家透露一个峰哥和二珂的事吧，真假自己判断。
哈哈哈哈哈哈哈哈哈,红拂夜奔,15,real雕每次说楼上请
贴图贴链接，我去看看,脸肿了么,21,关于比赛版权斗鱼官方好像出来洗了
ti4两个最会推和防推的都不行了,MyFlimy233,22,连EG都打推进了
罗王那种精分弱智水军也能跟机智幽默的神仆比了？,黄丨豆豆,24,简单粗暴，谁阴阳怪气独一档
 神仆怼卜妻。手滑投错了。YAMEN！,yyks,15,简单粗暴，谁阴阳怪气独一档
eurus 发表于 2018-3-7 11:54回到我国现在基督教的问题是，地方上要么从耶稣基督变成了爷俗急du，要么变成了家庭教会的神棍圈钱的工具 ...基督教毕竟是外来的，还是要跟国际上多交流啊，关起门来自己玩最后就剩个挂名了,demonnero,23,说起封建迷信，以前追过个女基督徒
